Bgmpflumag,F,12.103235574147513,1.6605789730568787
Rgyytqtndu,M,18.328580782653063,1.947085664761108
Xgecmrcolh,F,16.524747146791576,1.8233564648551033
Ayvzqvuzdh,M,17.783110775329412,1.6647323636229214
Ijnishjfie,F,29.08623269060945,1.5893379887952537
Uragoutkoj,M,29.69160922031937,1.6799600632156308
Ahuxnsjrlw,M,16.21605619558399,1.861279537701639
Zpwggytbej,F,15.745933235345133,1.587858805321928
Ngsycpmcxf,M,25.990514653344796,1.6478194018546475
Wabfqjxggk,M,26.62642288623228,1.9688257683854409
Pzfgbvaobn,M,18.23075827699636,1.7254944218756176
Nzqerajrja,M,15.339041323043375,1.8559292278362227
Cxtrazspxb,F,21.68914444438483,1.652612871956808
Oqyzswbnls,F,16.996219722753725,1.7829814181752828
Xxljuqryov,M,28.68867855764346,1.5578200857025934
Kjjyntiegt,F,12.392403163003065,1.9096537002541194
Gpudwhsmma,M,11.884923215552787,1.598698038391948
Tfprapckie,M,18.902619083480044,1.8948648184232848
Tlgnihrlvv,M,25.043817165642693,1.7120884552024405
Zduteupepy,F,27.435886130977426,1.6745679828378892
Yvcpjsyrlo,F,23.512689331120384,1.930732438174496
Zvzixzyhnd,M,27.975970415886657,1.5739365297181682
Qhmiqhmzzy,M,25.42499903377948,1.7994948070404857
Mxneijlnjk,F,26.07081780015906,1.936786398302167
Owdaaomktt,F,29.137202092999523,1.8038447518417662
Hckwoyzvkg,F,18.632259814477965,1.968954115318116
Swdmxnryww,F,21.743975996801314,1.9649943552644267
Aozjibelxe,M,16.584974915403794,1.6651537310619169
Eqfshmzoeq,F,17.778430988618542,1.954202817755699
Xiimqeqfjt,F,21.16179680450258,1.6101551468491133
Lyzanhvtav,M,14.4228543205008,1.8513588780146955
Xypjtqmpus,F,24.154467138490162,1.8199325292018997
Drvluwsvyl,F,22.832771474222277,1.7748508345323726
Eaijhupsmt,M,29.88869708333962,1.7884632483020697
Qnpcidthri,F,26.43640904953329,1.506490680319744
Jtqceeyiuz,M,14.337631493814422,1.672647482052213
Owdtvlwfrh,M,21.54710079385226,1.725370682511674
Xuwvsywuku,M,14.691070274806897,1.9289217071851892
Lzekeolzaf,F,27.811711384222356,1.9837333756855609
Jwpebpvkqr,M,11.395760111961001,1.902243022428528
Xibatdcqnx,F,26.20874245797339,1.9206366676117723
Aklcuhjvtp,F,16.51602014079498,1.9617665617699456
Njjzmxarps,F,22.843260387737836,1.5090287021067932
Qiysxpcpny,M,24.053595089235998,1.5230789408670766
Szybkeijrj,M,17.265320298950044,1.762855711191052
Bhaelvajzb,M,20.818678477684408,1.8489732865805133
Dmzrkngyib,F,18.082904301985643,1.7750536695328964
Cfhnkkaejz,F,25.242600432901646,1.90078503077467
Lnrpyyyvva,F,20.221035782665016,1.530029301706314
Rfupwpzrru,M,26.32922222352809,1.6629733599834138
Lhyhfpoemh,F,27.46550038753145,1.8442049431617376
